Created_Time,Tweet_text
Wed Jun 26 22:47:42 +0000 2019,"Why aren’t the Democrats in the House calling Comey, Brennan, Clapper, Page and her FBI lover (whose invaluable pho… https://t.co/Tp5YmeDWyy"
Wed Jun 26 21:47:40 +0000 2019,"The Republican Senate just passed bipartisan humanitarian assistance for our Southern Border, 84-8! In addition to… https://t.co/vneUmHfjAH"
Wed Jun 26 21:46:45 +0000 2019,"According to Fake News (and low ratings) @CNN, “Democrats say hearings could change impeachment debate.” That’s bec… https://t.co/bkoarscmfk"
Wed Jun 26 21:17:54 +0000 2019,"“I have been in office for many years, the Military is very important to me, and at no time in my professional life… https://t.co/IrSnoDfO2T"
Wed Jun 26 20:31:31 +0000 2019,https://t.co/mudnBtvWO1
Wed Jun 26 20:24:00 +0000 2019,The Democrats would save many lives if they would change our broken and very DANGEROUS Immigration Laws. It can be done instantly!
Wed Jun 26 19:13:22 +0000 2019,"Just departed for the #G20 Summit in Osaka, Japan!🇺🇸🇯🇵 https://t.co/IdAYUOiWqf"
Wed Jun 26 18:26:41 +0000 2019,The Democrats should change the Loopholes and Asylum Laws so lives will be saved at our Southern Border. They said… https://t.co/gA5JODOjtB
Wed Jun 26 16:53:37 +0000 2019,"It was my great honor to speak at the Faith &amp; Freedom Coalition Conference today in Washington, D.C. Thank you!… https://t.co/6PAJGyhEjZ"
Wed Jun 26 14:42:37 +0000 2019,"Women’s soccer player, @mPinoe, just stated that she is “not going to the F...ing White House if we win.” Other tha… https://t.co/MbHN7KvVAr"
Wed Jun 26 11:13:58 +0000 2019,"Democrats want Open Borders, which equals violent crime, drugs and human trafficking. They also want very high taxe… https://t.co/ir9iLBrpzH"
Wed Jun 26 11:05:24 +0000 2019,I will be interviewed by @MariaBartiromo today at 8:15 A.M. on @FoxBusiness. Enjoy!
Wed Jun 26 11:01:04 +0000 2019,"Too bad the Dems in Congress won’t do anything at all about Border Security. They want Open Borders, which means cr… https://t.co/AuxLq3I5xQ"
Wed Jun 26 10:40:12 +0000 2019,"Wow, @FoxNews did great in the ratings. CNN is dead as a door nail
(no credibility), and MSNBC is dying fast.… https://t.co/AWEC5Wk3nj"
Wed Jun 26 02:34:41 +0000 2019,Presidential Harassment!
Tue Jun 25 22:20:42 +0000 2019,"Senator Thom Tillis of North Carolina has really stepped up to the plate. Thom is tough on Crime, Strong on the Bor… https://t.co/rvXcAAdNhB"
Tue Jun 25 21:38:42 +0000 2019,"Staff Sgt. David Bellavia - today, we honor your extraordinary courage, we salute your selfless service, and we tha… https://t.co/kVJgKvjlA7"
Tue Jun 25 20:27:19 +0000 2019,"Today, it was my great honor to present the Medal of Honor to Army Staff Sgt. David Bellavia (HERO) for his courage… https://t.co/LxgWgzhVwR"
Tue Jun 25 19:25:20 +0000 2019,"A brave former fighter jet pilot and warrior, Senator Martha McSally of Arizona has done an outstanding job in D.C.… https://t.co/AG1TGSNxCi"
Tue Jun 25 14:42:29 +0000 2019,"Iran leadership doesn’t understand the words “nice” or “compassion,” they never have. Sadly, the thing they do unde… https://t.co/iV2wXMBQAf"
Tue Jun 25 12:11:59 +0000 2019,Stock Market is heading for one of the best months (June) in the history of our Country. Thank you Mr. President!
Mon Jun 24 14:12:31 +0000 2019,I am pleased to announce the launch of https://t.co/D1MY2aPC7f. This new platform will allow my campaign and other… https://t.co/mgMVxdCWQh
Mon Jun 24 12:53:34 +0000 2019,"Despite a Federal Reserve that doesn’t know what it is doing - raised rates far too fast (very low inflation, other… https://t.co/zMZRnDDK9F"
Mon Jun 24 12:08:01 +0000 2019,"China gets 91% of its Oil from the Straight, Japan 62%, &amp; many other countries likewise. So why are we protecting t… https://t.co/8CAUlWAxdl"
Mon Jun 24 00:50:08 +0000 2019,https://t.co/GY34Y0OeAS
Mon Jun 24 00:41:13 +0000 2019,https://t.co/gw9cXRTtaR
Sun Jun 23 14:46:46 +0000 2019,"When our Country had no debt and built everything from Highways to the Military with CASH, we had a big system of T… https://t.co/mTGg61FrYh"
Sun Jun 23 13:20:39 +0000 2019,Wonderful Church service at Camp David. Thank you!
Sun Jun 23 12:13:26 +0000 2019,I want to give the Democrats every last chance to quickly negotiate simple changes to Asylum and Loopholes. This wi… https://t.co/c5uWkZwDpz
Sat Jun 22 22:58:10 +0000 2019,"I never called the strike against Iran “BACK,” as people are incorrectly reporting, I just stopped it from going forward at this time!"
Sat Jun 22 21:24:47 +0000 2019,https://t.co/SSWnX8oQ65
Sat Jun 22 18:56:35 +0000 2019,"At the request of Democrats, I have delayed the Illegal Immigration Removal Process (Deportation) for two weeks to… https://t.co/tb27qg9pOc"
Sat Jun 22 18:56:33 +0000 2019,"Iran cannot have Nuclear Weapons! Under the terrible Obama plan, they would have been on their way to Nuclear in a… https://t.co/z0YdrJRq3U"
Sat Jun 22 16:55:49 +0000 2019,"I am at Camp David working on many things, including Iran! We have a great Economy, Tariffs have been very helpful… https://t.co/TnPavEmuTW"
Sat Jun 22 16:48:26 +0000 2019,https://t.co/mUc2KZFZON
Sat Jun 22 16:47:20 +0000 2019,Thank you Jessica! https://t.co/gxNRfFqZCm
Sat Jun 22 15:59:33 +0000 2019,A great book! https://t.co/QwB46HVpmv
Sat Jun 22 15:58:15 +0000 2019,Looking good. We MUST WIN to KEEP AMERICA GREAT! https://t.co/ADULIQ0tO1
Sat Jun 22 14:13:16 +0000 2019,Stock Market is on track to have the best June in over 50 years! Thank you Mr. President! @WSJ
Sat Jun 22 12:32:25 +0000 2019,"When people come into our Country illegally, they will be DEPORTED!"
Sat Jun 22 12:30:27 +0000 2019,The people that Ice will apprehend have already been ordered to be deported. This means that they have run from the… https://t.co/x6RAdp8dfv
Fri Jun 21 19:50:23 +0000 2019,https://t.co/JDS4zUXXJG
Fri Jun 21 13:03:14 +0000 2019,President Obama made a desperate and terrible deal with Iran - Gave them 150 Billion Dollars plus I.8 Billion Dolla… https://t.co/kBxd0Jmjs5
Fri Jun 21 12:19:49 +0000 2019,"Just revealed that the Failing and Desperate New York Times was feeding false stories about me, &amp; those associated… https://t.co/smranFkpUY"
Thu Jun 20 22:22:36 +0000 2019,S&amp;P closes at Record High! https://t.co/C5nOXIQ7EJ
Thu Jun 20 17:49:52 +0000 2019,It was my great honor to host Canadian Prime Minister @JustinTrudeau at the @WhiteHouse today!🇺🇸🇨🇦 https://t.co/orlejZ9FFs
Thu Jun 20 14:15:04 +0000 2019,Iran made a very big mistake!
Thu Jun 20 14:14:13 +0000 2019,“The President has a really good story to tell. We have unemployment lower than we’ve seen in decades. We have peop… https://t.co/Pl2HsZbiRK
Thu Jun 20 13:58:53 +0000 2019,S&amp;P opens at Record High!
Thu Jun 20 00:12:31 +0000 2019,"Since Election Day 2016, Stocks up almost 50%, Stocks gained 9.2 Trillion Dollars in value, and more than 5,000,000… https://t.co/nOj2hCnU11"
Wed Jun 19 23:01:59 +0000 2019,Congratulations to President Lopez Obrador — Mexico voted to ratify the USMCA today by a huge margin. Time for Congress to do the same here!
Wed Jun 19 20:39:28 +0000 2019,"Just returning from Orlando and Doral (Miami), Florida, and heading to the Oval Office, where I will present the gr… https://t.co/mmXTH7Oy0Y"
Wed Jun 19 20:29:24 +0000 2019,I will be interviewed LIVE tonight by @seanhannity on @FoxNews  9 P.M. Enjoy!
Wed Jun 19 19:48:02 +0000 2019,"So sad that the Democrats are putting wonderful Hope Hicks through hell, for 3 years now, after total exoneration b… https://t.co/Ct2zOwU2f3"
Wed Jun 19 15:09:18 +0000 2019,"If I didn’t have the Phony Witch Hunt going on for 3 years, and if the Fake News Media and their partner in Crime,… https://t.co/oIedLRj2hT"
Wed Jun 19 14:20:04 +0000 2019,DEMOCRAT CONGRESSIONAL HEARINGS ARE #RIGGED!
Wed Jun 19 14:18:11 +0000 2019,"The Dems are very unhappy with the Mueller Report, so after almost 3 years, they want a Redo, or Do Over. This is e… https://t.co/iIezZ37BvR"
Wed Jun 19 12:54:55 +0000 2019,THANK YOU! #Trump2020🇺🇸 https://t.co/recnmmYAFN
Wed Jun 19 02:13:11 +0000 2019,"Don’t ever forget - this election is about YOU. It is about YOUR family, YOUR future, &amp; the fate of YOUR COUNTRY. W… https://t.co/N63NrMHm9K"
Wed Jun 19 02:04:07 +0000 2019,"In the ultimate act of moral cowardice, not one Democrat Candidate for president - not a single one - has stood up… https://t.co/wYxukWwbsX"
Wed Jun 19 01:58:51 +0000 2019,On no issue are Democrats more extreme – and more depraved – than when it comes to Border Security. The Democrat Ag… https://t.co/1OBYdnaLRS
Wed Jun 19 01:52:19 +0000 2019,"Together, we are breaking the most sacred rule in Washington Politics: we are KEEPING our promises to the American… https://t.co/oWdoE44mio"
Wed Jun 19 01:48:36 +0000 2019,"THANK YOU ORLANDO, FLORIDA!https://t.co/Va9FhByJi0"
Tue Jun 18 23:54:28 +0000 2019,"Join me LIVE tonight in Orlando, Florida at 8:00 P.M. Eastern as we kickoff #Trump2020. Enjoy!"
Tue Jun 18 20:32:07 +0000 2019,"Departing for Orlando, Florida with @FLOTUS Melania! https://t.co/EB2ewYArUP"
Tue Jun 18 16:59:12 +0000 2019,"Acting Secretary of Defense Patrick Shanahan, who has done a wonderful job, has decided not to go forward with his… https://t.co/ULQn25do9H"
Tue Jun 18 14:22:52 +0000 2019,German DAX way up due to stimulus remarks from Mario Draghi. Very unfair to the United States!
Tue Jun 18 14:09:23 +0000 2019,“ECB officials see Rate Cut as primary tool for any new stimulus.”  @business
Tue Jun 18 13:39:38 +0000 2019,Had a very good telephone conversation with President Xi of China. We will be having an extended meeting next week… https://t.co/6clvoT1GwT
Tue Jun 18 11:30:23 +0000 2019,"The Fake News doesn’t report it, but Republican enthusiasm is at an all time   high. Look what is going on in Orlan… https://t.co/kUvKcJK7ps"
Tue Jun 18 11:21:34 +0000 2019,European Markets rose on comments (unfair to U.S.) made today by Mario D!
Tue Jun 18 10:53:44 +0000 2019,"Mario Draghi just announced more stimulus could come, which immediately dropped the Euro against the Dollar, making… https://t.co/DcwHcOuAhi"
Tue Jun 18 05:10:06 +0000 2019,"Only a few people showed up for the so-called Impeachment rallies over the weekend. The numbers were anemic, no spi… https://t.co/mZZgn25Mpv"
Tue Jun 18 04:51:18 +0000 2019,Wow!  The State Department said it has identified 30 Security Incidents involving current or former employees and t… https://t.co/ZL3RPpKmDj
Tue Jun 18 02:13:41 +0000 2019,"The story in the @nytimes about the U.S. escalating attacks on Russia’s power grid is Fake News, and the Failing Ne… https://t.co/95pzIQFiFk"
Tue Jun 18 01:39:40 +0000 2019,"Thousands of people are already lined up in Orlando, some two days before tomorrow nights big Rally. Large Screens… https://t.co/sXWEw2DQ4v"
Tue Jun 18 01:20:39 +0000 2019,Next week ICE will begin the process of removing the millions of illegal aliens who have illicitly found their way… https://t.co/Y0el2Ij8dU
Mon Jun 17 23:49:43 +0000 2019,.@FoxNews Polls are always bad for me. They were against Crooked Hillary also. Something weird going on at Fox. Our… https://t.co/zAj4YNIXow
Mon Jun 17 19:05:30 +0000 2019,"One size doesn’t fit all - I support West Virginia Schools. Keep up the great work, @WVGovernor Big Jim Justice -… https://t.co/ji4BX6OpAC"
Mon Jun 17 15:49:44 +0000 2019,“Iran to defy Uranium Stockpile Limits”
Mon Jun 17 12:07:00 +0000 2019,"Only Fake Polls show us behind the Motley Crew. We are looking really good, but it is far too early to be focused o… https://t.co/EeEx5krRGK"
Mon Jun 17 12:00:45 +0000 2019,"Big Rally tomorrow night in Orlando, Florida, looks to be setting records. We are building large movie screens outs… https://t.co/y8Kj7Qdtnk"
Mon Jun 17 02:18:01 +0000 2019,"Thank you Mr. Prime Minister, a great honor! https://t.co/ozLz84g3i0"
Mon Jun 17 01:48:26 +0000 2019,"Congratulations to Gary Woodland in winning the United States Open Golf Championship. Fantastic playing, great hear… https://t.co/aOIWxyO1fB"
Sun Jun 16 22:55:55 +0000 2019,Rep. Alexandria Ocasio-Cortez. “I think we have a very real risk of losing the Presidency to Donald Trump.” I agree… https://t.co/An2bEJbkdf
Sun Jun 16 21:23:31 +0000 2019,Almost 70% in new Poll say don’t impeach. So ridiculous to even be talking about this subject when all of the crime… https://t.co/1gTLKrlNke
Sun Jun 16 20:36:10 +0000 2019,"When will the Fake News Media start asking Democrats if they are OK with the hiring of Christopher Steele, a foreig… https://t.co/EJ09B5ve6v"
Sun Jun 16 19:00:49 +0000 2019,Thank you PM @Netanyahu and the State of Israel for this great honor!🇺🇸🇮🇱 https://t.co/OUcf6s98UX
Sun Jun 16 16:58:13 +0000 2019,https://t.co/9T50NuGW28
Sun Jun 16 13:55:08 +0000 2019,"Happy Father’s Day to all, including my worst and most vicious critics, of which there are fewer and fewer. This is… https://t.co/zlDLwvvOmg"
Sun Jun 16 13:39:22 +0000 2019,"A poll should be done on which is the more dishonest and deceitful newspaper, the Failing New York Times or the Ama… https://t.co/vfZVfQN8vq"
Sun Jun 16 11:39:51 +0000 2019,Yesterday was the Radical Left Democrats big Impeachment day. They worked so hard to make it something really big a… https://t.co/qBCbGw6wP4
Sun Jun 16 11:03:13 +0000 2019,Congratulations to great guy Pete Hegseth and wonderful Jenny Cunningham on their engagement. They will have a fant… https://t.co/ZZvmwAmTgk
Sun Jun 16 04:51:04 +0000 2019,"Florida Governor Ron DeSantis just signed Bill banning Sanctuary Cities in State, &amp; forcing all law enforcement age… https://t.co/sCUsLVJd8T"
Sun Jun 16 01:15:23 +0000 2019,Do you believe that the Failing New York Times just did a story stating that the United States is substantially inc… https://t.co/Zrf9rgki3V
Sun Jun 16 00:51:19 +0000 2019,I enjoyed my interview with @GStephanopoulos on @ABC. So funny to watch the Fake News Media try to dissect &amp; distor… https://t.co/8hQEHz4vVS
Sat Jun 15 23:17:09 +0000 2019,He is a national disgrace who is destroying the City of London! https://t.co/l3qcUS17jh
Sat Jun 15 19:04:33 +0000 2019,The Corrupt News Media is totally out of control - they have given up and don’t even care anymore. Mainstream Media… https://t.co/9wk4kXuVkK
Sat Jun 15 18:50:40 +0000 2019,https://t.co/jlmmOCxk9H
Sat Jun 15 18:47:35 +0000 2019,LONDON needs a new mayor ASAP. Khan is a disaster - will only get worse! https://t.co/n7qKI3BbD2
Sat Jun 15 18:45:01 +0000 2019,Thank you Steve &amp; family! https://t.co/1lgfJjHRfH
Sat Jun 15 13:44:20 +0000 2019,"The Trump Economy is setting records, and has a long way up to go....However, if anyone but me takes over in 2020 (… https://t.co/2MY2I67HJG"
Sat Jun 15 12:55:47 +0000 2019,“President Trump to launch 2020 Campaign in Florida!”  @foxandfriends  Tuesday will be a Big Crowd and Big Day!
Sat Jun 15 12:51:34 +0000 2019,All in for Senator Steve Daines as he proposes an Amendment for a strong BAN on burning our American Flag. A no brainer!
Sat Jun 15 12:05:17 +0000 2019,Despite the Greatest Presidential Harassment of all time by people that are very dishonest and want to destroy our… https://t.co/0CMQNSi0Pc
Sat Jun 15 11:44:47 +0000 2019,"“With over a 50% Approval Rating at this point in his Presidency, analysts believe re-election in 2020 looks (very)… https://t.co/qN7HxFW4xz"
Sat Jun 15 11:37:34 +0000 2019,“The latest Polls find 51% of Americans approve of President Trump’s Job Performance. Last month a Democrat Pollste… https://t.co/G61LaSYhlH
Fri Jun 14 22:37:37 +0000 2019,"Just spoke to Marillyn Hewson, CEO of @LockheedMartin, about continuing operations for the @Sikorsky in Coatesville… https://t.co/DqqlThg65Z"
Fri Jun 14 21:28:59 +0000 2019,Thank you @senatemajldr Mitch McConnell for understanding the Democrats game of not playing it straight on the ridi… https://t.co/6dFhQqxufG
Fri Jun 14 21:06:27 +0000 2019,Thank you Senator @MarshaBlackburn for fighting obstructionist Democrats led by Cryin' Chuck Schumer. Democrats con… https://t.co/kraQ8lRTPS
Fri Jun 14 19:15:42 +0000 2019,The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE!… https://t.co/0kiJPXY0Jo
Fri Jun 14 19:14:02 +0000 2019,"Announcing great, expanded HRAs—big win for small employers and workers. This is a fantastic plan! My Administratio… https://t.co/SggDfywGRK"
Fri Jun 14 18:51:00 +0000 2019,"The Radical Left Dems are working hard, but THE PEOPLE are much smarter. Working hard, thank you! https://t.co/KDHH5jYbGV"
Fri Jun 14 17:03:55 +0000 2019,HAPPY BIRTHDAY to our GREAT @USArmy. America loves you! #ArmyBday https://t.co/MyypBVGMoW
Fri Jun 14 10:55:27 +0000 2019,I will be interviewed on @foxandfriends at 8:00 A.M. Enjoy! @FoxNews
Fri Jun 14 10:51:04 +0000 2019,"Natalie Harp, fighting Stage 2 Cancer and doing really well, was a GREAT guest on @foxandfriends. Right To Try is p… https://t.co/OEULW2vi3V"
Fri Jun 14 00:35:04 +0000 2019,Thank you Jason Chaffetz! #MAGA https://t.co/sz6LiPXez6
Thu Jun 13 21:03:45 +0000 2019,"Today we announced vital new actions that we are taking to help former inmates find a job, live a crime-free life,… https://t.co/C6Iv95Vbss"
Thu Jun 13 20:10:26 +0000 2019,"After 3 1/2 years, our wonderful Sarah Huckabee Sanders will be leaving the White House at the end of the month and… https://t.co/8x6B3347n2"
Thu Jun 13 19:01:24 +0000 2019,"""It is the assessment of the U.S. government that Iran is responsible for today's attacks in the Gulf of Oman....""… https://t.co/nS0FBOn7NH"
Thu Jun 13 18:21:54 +0000 2019,"While I very much appreciate P.M. Abe going to Iran to meet with Ayatollah Ali Khamenei, I personally feel that it… https://t.co/LJrIPeNJVx"
Thu Jun 13 18:01:53 +0000 2019,They’ve been wrong all along! https://t.co/z5tSV2JLEf
Thu Jun 13 13:37:47 +0000 2019,"When Senator @MarkWarnerVA spoke at length, and in great detail, about extremely negative information on me, with a… https://t.co/g3ijqwIUnZ"
Thu Jun 13 13:23:47 +0000 2019,"I meet and talk to “foreign governments” every day. I just met with the Queen of England (U.K.), the Prince of Wale… https://t.co/Lv1Sq9IFED"
Thu Jun 13 12:11:54 +0000 2019,The Dems fight us at every turn - in the meantime they are accomplishing nothing for the people! They have gone abs… https://t.co/4ksZW3H6j4
Thu Jun 13 11:03:24 +0000 2019,“Congress cannot Impeach President Trump (did nothing wrong) because if they did they would be putting themselves a… https://t.co/o9yLoC5ivo
Thu Jun 13 10:51:13 +0000 2019,"Unrelated to Russia, Russia, Russia (although the Radical Left doesn’t use the name Russia anymore since the issuan… https://t.co/vWftO2Z3XI"
Thu Jun 13 10:21:50 +0000 2019,"General Michael Flynn, the 33 year war hero who has served with distinction, has not retained a good lawyer, he has… https://t.co/Wa1dZJ8O5t"
Thu Jun 13 03:52:12 +0000 2019,"“It’s about peace and Prosperity, that’s how Republican Presidents get elected, and this President has delivered on… https://t.co/WByp5X29HM"
Thu Jun 13 03:50:45 +0000 2019,"“Biden would be China’s Dream Candidate, because there would be no more Tariffs, no more demands that China stop st… https://t.co/lqNJf2tFFu"
Thu Jun 13 02:45:16 +0000 2019,Thank you very much! https://t.co/UOeTBUqfhE
Thu Jun 13 02:44:13 +0000 2019,is = if (Spell)! Not like Chris. https://t.co/wBIGo2ffzB
Thu Jun 13 02:37:37 +0000 2019,Two Fantastic People! My friends from the very beginning. Thank you D&amp;S. https://t.co/XmyedA1WZL
Thu Jun 13 02:34:23 +0000 2019,"Our Farmers deserve this, they are GREAT! https://t.co/0dFkx0vUkl"
Thu Jun 13 02:32:57 +0000 2019,Thank you! https://t.co/tagXwv2imY
Thu Jun 13 02:27:30 +0000 2019,Michael Whatley has been with us right from the beginning. A great Leader and @NCGOP Chairman! https://t.co/XQvnK9LD8R
Thu Jun 13 00:34:26 +0000 2019,It was a pleasure to host my friends President Andrzej Duda and Mrs. Agata Kornhauser-Duda of Poland at the… https://t.co/2mRmiZJBv8
Wed Jun 12 12:46:43 +0000 2019,The Fake News has never been more dishonest than it is today. Thank goodness we can fight back on Social Media. The… https://t.co/kqtIPkfHvW
Wed Jun 12 12:40:55 +0000 2019,"Wow! Just got word that our June 18th, Tuesday, ANNOUNCEMENT in Orlando, Florida, already has 74,000 requests for a… https://t.co/s0o4oOouVe"
Wed Jun 12 04:28:40 +0000 2019,“Someone should call Obama up. The Obama Administration spied on a rival presidential campaign using Federal Agenci… https://t.co/msMEtcaMIr
Wed Jun 12 01:21:39 +0000 2019,"Beautiful afternoon in Iowa. Thank you to all of our Nation’s Farmers. May God bless you, and may God Bless America! https://t.co/VYA2bSzMWf"
Tue Jun 11 22:20:30 +0000 2019,“Trump administration gives final approval for year-round E15 use” https://t.co/WPrDiyfpIW
Tue Jun 11 21:45:32 +0000 2019,"Today, here in Iowa, we honor America’s cherished farming heritage. We salute your commitment to American Energy In… https://t.co/4lM6n04fcy"
Tue Jun 11 17:44:20 +0000 2019,"On my way to Iowa - just heard nearly 1,000 agriculture groups signed a letter urging Congress to approve the USMCA… https://t.co/dQdPN7bIQE"
Tue Jun 11 13:58:26 +0000 2019,“Why did the Democrats run if they didn’t want to do things?” @SenRickScott
Tue Jun 11 13:55:01 +0000 2019,Good day in the Stock Market. People have no idea the tremendous potential our Country has for GROWTH - and many other things!
Tue Jun 11 12:50:43 +0000 2019,"Maria, Dagan, Steve, Stuart V - When you are the big “piggy bank” that other countries have been ripping off for ye… https://t.co/cqYjcx59mO"
Tue Jun 11 12:47:09 +0000 2019,"This is because the Euro and other currencies are devalued against the dollar, putting the U.S. at a big disadvanta… https://t.co/VNup5q1djm"
Tue Jun 11 12:10:26 +0000 2019,"The United States has VERY LOW INFLATION, a beautiful thing!"
Tue Jun 11 11:54:41 +0000 2019,"Sad when you think about it, but Mexico right now is doing more for the United States at the Border than the Democr… https://t.co/K5EUuHrwMP"
Tue Jun 11 11:51:43 +0000 2019,PRESIDENTIAL HARASSMENT!
Tue Jun 11 11:49:37 +0000 2019,“Mueller has spoken. He found No Collusion between the Trump Campaign and the Russians. The bottom line is what the… https://t.co/ARXU5n0svE
Tue Jun 11 11:25:08 +0000 2019,"“Jerry Nadler’s Trump Bashing Show Is A Bust.” Headline, New York Post. @foxandfriends  The Greatest Witch Hunt of… https://t.co/KheJlbqBCi"
Tue Jun 11 11:14:32 +0000 2019,"New book just out, “The Real Deal, My Decade Fighting Battles and Winning Wars With Trump,” is really wonderful. It… https://t.co/g6hkOZbglo"
Tue Jun 11 03:41:17 +0000 2019,#AmericaFIRST #MAGA🇺🇸 https://t.co/Ae51wFELD0
Tue Jun 11 02:23:54 +0000 2019,https://t.co/RRcP8ZDy1e
Tue Jun 11 02:21:55 +0000 2019,https://t.co/V8TxJ3KVLZ
Mon Jun 10 23:01:02 +0000 2019,"Despite the Phony Witch Hunt, we will continue to MAKE AMERICA GREAT AGAIN! Thank you!! https://t.co/MXuiolM745"
Mon Jun 10 22:53:08 +0000 2019,"Congratulations to the 2019 Indianapolis 500 Winner @IMS, @SimonPagenaud and @Team_Penske! @IndyCar🏆🏁 https://t.co/uxhfbhJ2p0"
Mon Jun 10 18:52:10 +0000 2019,I have been briefed on the helicopter crash in New York City. Phenomenal job by our GREAT First Responders who are… https://t.co/yTXT45pD1V
Mon Jun 10 18:17:37 +0000 2019,"Can’t believe they are bringing in John Dean, the disgraced Nixon White House Counsel who is a paid CNN contributor… https://t.co/n2kxeyCGQq"
Mon Jun 10 15:43:11 +0000 2019,Thank you @MarkLevinShow and John Eastman! https://t.co/PsoyEVynjT
Mon Jun 10 13:33:24 +0000 2019,https://t.co/2O43Na2Nmr
Mon Jun 10 13:33:13 +0000 2019,https://t.co/TwLPmiAB78
Mon Jun 10 11:09:08 +0000 2019,When will the Failing New York Times admit that their front page story on the  the new Mexico deal at the Border is… https://t.co/TOYxCHjOmB
Mon Jun 10 10:31:43 +0000 2019,"We have fully signed and documented another very important part of the Immigration and Security deal with Mexico, o… https://t.co/S8Wu4Sr4XK"
Mon Jun 10 10:00:46 +0000 2019,"Now with our new deal, Mexico is doing more for the USA on Illegal Immigration than the Democrats. In fact, the Dem… https://t.co/oxWFYw8wWr"
Sun Jun 09 22:57:11 +0000 2019,The Failing @nytimes story on Mexico and Illegal Immigration through our Southern Border has now been proven shocki… https://t.co/eBmTp4Dlya
Sun Jun 09 22:50:57 +0000 2019,"For two years all the Democrats talked about was the Mueller Report, because they knew that it was loaded up with 1… https://t.co/MVt4J5gZ48"
Sun Jun 09 13:26:08 +0000 2019,"If President Obama made the deals that I have made, both at the Border and for the Economy, the Corrupt Media would… https://t.co/ZJp3DnGcV5"
Sun Jun 09 12:45:21 +0000 2019,"Twitter should let the banned Conservative Voices back onto their platform, without restriction. It’s called Freedo… https://t.co/A9jaO0NKnS"
Sun Jun 09 12:26:37 +0000 2019,Another false report in the Failing  @nytimes. We have been trying to get some of these Border Actions for a long t… https://t.co/W8Mmwm3tI7
Sun Jun 09 04:08:26 +0000 2019,"I know it is not at all “Presidential” to hit back at the Corrupt Media, or people who work for the Corrupt Media,… https://t.co/1NPnoosXNk"
Sun Jun 09 03:54:08 +0000 2019,"Little @DonnyDeutsch, whose show, like his previous shoebiz tries, is a disaster, has been saying that I had been a… https://t.co/Isx4LIdl27"
Sun Jun 09 00:24:14 +0000 2019,"Just watched the Great @Rick24Barry, Basketball Hall of Famer, on the @marklevinshow @FoxNews. A wonderful intervie… https://t.co/Bx0mMeS0ZB"
Sat Jun 08 23:25:11 +0000 2019,"Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies, alm… https://t.co/c3ErNIBdR2"
Sat Jun 08 14:20:59 +0000 2019,"I would like to thank the President of Mexico, Andres Manuel Lopez Obrador, and his foreign minister, Marcelo Ebrar… https://t.co/HgFEwhy48z"
Sat Jun 08 13:47:29 +0000 2019,Everyone very excited about the new deal with Mexico!
Sat Jun 08 13:43:35 +0000 2019,"Nervous Nancy Pelosi &amp; the Democrat House are getting nothing done. Perhaps they could lead the way with the USMCA,… https://t.co/jbfZGPtRDu"
Sat Jun 08 12:03:41 +0000 2019,MEXICO HAS AGREED TO IMMEDIATELY BEGIN BUYING LARGE QUANTITIES OF AGRICULTURAL PRODUCT FROM OUR GREAT PATRIOT FARMERS!
Sat Jun 08 11:02:17 +0000 2019,"Mexico will try very hard, and if they do that, this will be a very successful agreement for both the United States and Mexico!"
Sat Jun 08 10:55:26 +0000 2019,"Brandon Judd, National Border Patrol Council: “That’s going to be a huge deal because Mexico will be using their st… https://t.co/0xqeXpXvuh"
Sat Jun 08 10:47:38 +0000 2019,"While the reviews and reporting on our Border Immigration Agreement with Mexico have been very good, there has neve… https://t.co/KJSKdpYDXC"
Sat Jun 08 00:31:07 +0000 2019,I am pleased to inform you that The United States of America has reached a signed agreement with Mexico. The Tariff… https://t.co/EVGSKXleS6
Fri Jun 07 21:43:41 +0000 2019,Dow Jones has best week of the year!
Fri Jun 07 17:43:38 +0000 2019,Heading back to D.C. Many great things are happening for our Country!
Fri Jun 07 17:38:01 +0000 2019,"For all of the money we are spending, NASA should NOT be talking about going to the Moon - We did that 50 years ago… https://t.co/wTTkOYEC4G"
Fri Jun 07 17:27:31 +0000 2019,Democrats are incapable of doing a good and solid Immigration Bill!
Fri Jun 07 17:16:41 +0000 2019,"If we are able to make the deal with Mexico, &amp; there is a good chance that we will, they will begin purchasing Farm… https://t.co/BYCi5AvhUs"
Fri Jun 07 16:57:47 +0000 2019,"Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement, especiall… https://t.co/bC8fpvt6qd"
Fri Jun 07 16:36:55 +0000 2019,China is subsidizing its product in order that it can continue to be sold in the USA. Many firms are leaving China… https://t.co/qDKLXAGl7q
Fri Jun 07 14:44:50 +0000 2019,HAPPY BIRTHDAY to our great @VP Mike Pence! https://t.co/k2fmu5bR5R
Fri Jun 07 11:29:30 +0000 2019,https://t.co/xrrzYhPu0i
Fri Jun 07 11:02:16 +0000 2019,https://t.co/lNh7hQiQTN
Fri Jun 07 07:43:36 +0000 2019,#DDay75thAnniversary #DDay75 https://t.co/c8OTeHVScr
